Brand,Model,Year Made,Imported Year,Price,Odometer,Мотор багтаамж,Хурдны хайрцаг,Хүрд,Төрөл,Өнгө,Үйлдвэрлэсэн он,Орж ирсэн он,Хөдөлгүүр,Дотор өнгө,Лизинг,Хөтлөгч,Нөхцөл,Хаалга
Nissan,Navara,2010,2024,25 сая ₮,226000,2.5 л,Автомат,Буруу,Жийп,Саарал,2010,2024,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Lexus,RX,2016,2018,90 сая ₮,55000,3.5 л,Автомат,Зөв,Жийп,Хар саарал,2016,2018,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Camry,2013,2024,32 сая ₮,160000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2024,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,ES,2019,2024,83 сая ₮,150000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2019,2024,Хайбрид,Бор,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Subaru,Forester,2009,2017,15 сая ₮,340000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2009,2017,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Suzuki,Grand Vitara,2002,2002,5 сая ₮,100000,2.0 л,Механик,Зөв,Жийп,Хөх,2002,2002,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2013,2019,5 сая ₮,100000,1.7 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,HS,2010,2019,24 сая ₮,140,2.4 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2019,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Land cruiser Prado 120,2005,2014,43 сая ₮,1000000000,3.4 л,Автомат,Буруу,Жийп,Саарал,2005,2014,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Camry,2013,2024,33 сая ₮,81100,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2024,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Ford,E-Сери,2014,2014,47 сая ₮,20000,4.6 л,Автомат,Зөв,Гэр бүлийн,Цагаан,2014,2014,Бензин,Саарал,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Land cruiser Prado 120,2006,2016,5 сая ₮,150000,2.7 л,Автомат,Буруу,Жийп,Цагаан,2006,2016,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Camry,2012,2018,22 сая ₮,1670000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2018,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Crown,2015,2016,45 сая ₮,42000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2016,Хайбрид,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Camry,2013,2019,9 сая ₮,190000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2019,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Highlander,2010,2024,55 сая ₮,135000,3.3 л,Автомат,Зөв,Жийп,Саарал,2010,2024,Хайбрид,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Prius 30,2014,2024,5 сая ₮,198000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Ягаан,2014,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Mercedes-Benz,E-Class,2009,2018,18 сая ₮,152000,3.2 л,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2018,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 20,2006,2017,5 сая ₮,204700,1.5 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2006,2017,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2010,2020,5 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2010,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2012,2018,8 сая ₮,200,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2018,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2017,2017,107 сая ₮,117000,3.5 л,Автомат,Зөв,Суудлын тэрэг,Хар,2017,2017,Хайбрид,Бусад,гүй,Урдаа FWD,Дугаар аваагүй,5
Lexus,RX,2011,2023,58 сая ₮,124000,3.5 л,Автомат,Буруу,Жийп,Хар,2011,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Crown,2018,2024,78 сая ₮,90000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2018,2024,Хайбрид,Хар,Банкны лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Hiace,2012,2022,46 сая ₮,180000,2.7 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2012,2022,Бензин,Цагаан шар,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 30,2009,2018,14 сая ₮,99999999,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2009,2018,Бензин,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Sai,2017,2024,42 сая ₮,206000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2024,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Mitsubishi,Delica,2016,2024,48 сая ₮,133000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2016,2024,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Sai,2012,2024,9 сая ₮,188453,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 30,2015,2024,25 сая ₮,168000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 20,2006,2020,5 сая ₮,150,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2020,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2009,2022,5 сая ₮,180000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2009,2022,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Probox,2018,2024,6 сая ₮,172000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2018,2024,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Prius 30,2010,2020,5 сая ₮,1400000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Land Cruiser 200,2008,2010,95 сая ₮,160000,4.7 л,Автомат,Зөв,Жийп,Саарал,2008,2010,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2010,2023,53 сая ₮,190000,3.5 л,Автомат,Буруу,Жийп,Хар,2010,2023,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Vellfire,2010,2020,35 сая ₮,296818,2.4 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2010,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,LX,2018,2021,288 сая ₮,64000,5.7 л,Автомат,Зөв,Жийп,Саарал,2018,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land cruiser Prado 120,2007,2016,5 сая ₮,180000,2.7 л,Автомат,Буруу,Жийп,Цагаан,2007,2016,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2010,2023,5 сая ₮,1300000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2023,Хайбрид,Цагаан шар,Банкны лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Vellfire,2016,2024,88 сая ₮,147000,2.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2016,2024,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Crown,2010,2018,8 сая ₮,18000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2010,2018,Бензин,Саарал,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Prius 40,2012,2023,28 сая ₮,170000,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар саарал,2012,2023,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Infiniti,FX,2007,2009,16 сая ₮,125,3.5 л,Автомат,Зөв,Жийп,Хар,2007,2009,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2013,2024,85 сая ₮,85000,3.5 л,Автомат,Зөв,Жийп,Хүрэн,2013,2024,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Harrier,2009,2019,5 сая ₮,167000,2.4 л,Автомат,Буруу,Жийп,Хар,2009,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Crown,2014,2024,42 сая ₮,200000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2024,Хайбрид,Бусад,ББСБ лизингтэй,Хойноо RWD,Дугаар аваагүй,5
Hyundai,Starex,2007,2017,20 сая ₮,0,3.0 л,Механик,Зөв,Гэр бүлийн,Ногоон,2007,2017,Дизель,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,6
Toyota,Harrier,2006,2015,24 сая ₮,240,2.4 л,Автомат,Буруу,Жийп,Сувдан цагаан,2006,2015,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 200,2019,2019,186 сая ₮,70000,4.0 л,Автомат,Зөв,Жийп,Улаан,2019,2019,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Harrier,2008,2021,37 сая ₮,235503,3.3 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2008,2021,Хайбрид,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Harrier,2005,2020,33 сая ₮,197000,3.3 л,Автомат,Буруу,Жийп,Цагаан,2005,2020,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Aqua,2013,2019,11 сая ₮,100000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2019,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2015,2021,55 сая ₮,80000,2.5 л,Автомат,Буруу,Жийп,Цагаан,2015,2021,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,3
Toyota,Prius 40,2013,2024,33 сая ₮,186515,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Estima,2013,2022,32 сая ₮,210000,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2013,2022,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Subaru,Forester,2012,2021,21 сая ₮,210000,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Aqua,2013,2022,14 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2013,2022,,240,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2013,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Hiace,2010,2023,43 сая ₮,17000000,2.7 л,Автомат,Буруу,Гэр бүлийн,Саарал,2010,2023,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,3
Nissan,Caravan,2013,2019,20 сая ₮,311000,2.5 л,Автомат,Буруу,Гэр бүлийн,Улаан,2013,2019,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 200,2008,2008,65 сая ₮,100000,4.0 л,Механик,Зөв,Жийп,Хөх,2008,2008,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Vellfire,2017,2022,65 сая ₮,170000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2017,2022,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Harrier,2008,2024,50 сая ₮,130,0.8 л,Автомат,Буруу,Жийп,Саарал,2008,2024,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,00 гүйлттэй,5
BMW,X1,2017,2024,35 сая ₮,81000,1.5 л,Автомат,Буруу,Гэр бүлийн,Цэнхэр,2017,2024,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Camry,2017,2024,59 сая ₮,103775,2.5 л,Автомат,Буруу,Суудлын тэрэг,Бор,2017,2024,Хайбрид,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Camry,2017,2024,56 сая ₮,141000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2017,2024,Хайбрид,Цагаан шар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 30,2010,2020,15 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2020,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2013,2022,25 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2022,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 30,2009,2019,8 сая ₮,211,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2009,2019,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2005,2017,28 сая ₮,180,3.3 л,Автомат,Буруу,Жийп,Хар,2005,2017,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2012,2022,5 сая ₮,186600,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2012,2024,32 сая ₮,126000,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2012,2024,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Автомашин,зарна Бусад,1985,2001,10 сая ₮,70000,1.8 л,Механик,Зөв,Суудлын тэрэг,Саарал,1985,2001,Бензин,Саарал,гүй,Урдаа FWD,Дугаар аваагүй,5
Mitsubishi,Colt,2011,2017,5 сая ₮,188068,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2017,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Hyundai,Sonata,2019,2024,45 сая ₮,72700,2.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2019,2024,Газ,Хар,гүй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Harrier,2012,2022,46 сая ₮,105000,2.4 л,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Nissan,X-Trail,2015,2023,31 сая ₮,162000,2.0 л,Автомат,Буруу,Жийп,Хар,2015,2023,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Honda,Fit,2012,2021,14 сая ₮,100000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2021,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Harrier,2007,2020,5 сая ₮,170,3.3 л,Автомат,Буруу,Жийп,Хар,2007,2020,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mercedes-Benz,G-Class,2013,2013,170 сая ₮,70000,5.5 л,Автомат,Зөв,Жийп,Хар саарал,2013,2013,Бензин,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Note,2013,2022,5 сая ₮,130000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Jeep,Wrangler,2011,2011,60 сая ₮,200000,3.8 л,Автомат,Зөв,Жийп,Бусад,2011,2011,Бензин,Шаргал,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Belta,2009,2019,2 сая ₮,115000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2009,2019,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2012,2022,5 сая ₮,128000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 100,2000,2009,32 сая ₮,300,4.7 л,Автомат,Буруу,Жийп,Шар,2000,2009,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2008,2016,1 сая ₮,30,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2016,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Crown,2014,2024,52 сая ₮,144000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2014,2024,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар авсан,5
Lexus,RX,2007,2018,45 сая ₮,120000,3.3 л,Автомат,Зөв,Суудлын тэрэг,Цайвар цэнхэр,2007,2018,Хайбрид,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2013,2024,8 сая ₮,102000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2024,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Voxy,2015,2024,8 сая ₮,200000,1.8 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2015,2024,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 41,2014,2022,5 сая ₮,160,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2014,2022,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,RAV4,2005,2014,10 сая ₮,195000,2.0 л,Автомат,Буруу,Жийп,Саарал,2005,2014,Бензин,Саарал,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Land Cruiser 200,2018,2018,169 сая ₮,98000,4.0 л,Автомат,Зөв,Жийп,Хүрэн,2018,2018,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2011,2020,46 сая ₮,198000,2.7 л,Автомат,Буруу,Жийп,Цагаан,2011,2020,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2015,2024,76 сая ₮,150000,2.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2015,2024,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2013,2023,78 сая ₮,1234,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Highlander,2009,2018,44 сая ₮,1,3.5 л,Автомат,Зөв,Жийп,Ногоон,2009,2018,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 41,2011,2021,5 сая ₮,165,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2011,2021,Бензин,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Harrier,2010,2023,8 сая ₮,190000,3.3 л,Автомат,Буруу,Жийп,Цагаан,2010,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2006,2024,5 сая ₮,150000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2024,Хайбрид,Саарал,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Lexus,RX,2015,2024,115 сая ₮,99160,3.5 л,Автомат,Зөв,Суудлын тэрэг,Хар,2015,2024,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Lexus,HS,2010,2023,5 сая ₮,130000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Хар,2010,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Passo,2009,2018,8 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Улбар шар,2009,2018,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Subaru,Forester,2010,2019,16 сая ₮,160000,2.0 л,Автомат,Буруу,Жийп,Саарал,2010,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Vellfire,2013,2023,46 сая ₮,136000,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Hyundai,Starex,2011,2021,16 сая ₮,200000,2.5 л,Механик,Зөв,Гэр бүлийн,Хар,2011,2021,Дизель,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Nissan,Cube,2011,2018,5 сая ₮,124980,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2018,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Honda,CR-V,2015,2019,28 сая ₮,80000,2.4 л,Автомат,Зөв,Жийп,Хүрэн,2015,2019,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Honda,Insight,2010,2019,6 сая ₮,200000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2010,2019,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Subaru,Forester,2007,2015,5 сая ₮,202000,2.0 л,Механик,Буруу,Суудлын тэрэг,Хар саарал,2007,2015,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Camry,2015,2024,37 сая ₮,121000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2015,2024,Хайбрид,Хар,Банкны лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Subaru,XV Crosstrek,2013,2022,22 сая ₮,175000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Улбар шар,2013,2022,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2008,2024,21 сая ₮,120000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2008,2024,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2013,2024,42 сая ₮,160000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2024,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Prius 30,2012,2017,15 сая ₮,111111111111111111111111111111111111111,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2017,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,GS,2010,2022,25 сая ₮,195000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2022,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Infiniti,Q,2014,2021,35 сая ₮,30000,3.4 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2021,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Prius 30,2009,2017,13 сая ₮,280000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2017,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Outlander,2013,2023,35 сая ₮,138000,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,GS,2010,2022,25 сая ₮,195000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2010,2022,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Infiniti,Q,2014,2021,35 сая ₮,30000,3.4 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2014,2021,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Prius 30,2009,2017,13 сая ₮,280000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2009,2017,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Outlander,2013,2023,35 сая ₮,138000,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,LX,2019,2021,260 сая ₮,28082,4.5 л,Автомат,Зөв,Жийп,Цагаан,2019,2021,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Crown,2012,2020,30 сая ₮,158000,3.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2020,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Sienta,2008,2018,5 сая ₮,12345,1.5 л,Автомат,Буруу,Гэр бүлийн,Саарал,2008,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,GS,2012,2022,5 сая ₮,2,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2022,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Prius 30,2010,2024,23 сая ₮,1111,1.5 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2010,2024,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Mercedes-Benz,Бусад,2020,2024,195 сая ₮,118,2.0 л,Автомат,Зөв,Гэр бүлийн,Хар,2020,2024,Бензин,Хар,гүй,Хойноо RWD,Дугаар аваагүй,5
Toyota,Prius 30,2014,2021,5 сая ₮,100000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2021,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Mitsubishi,Outlander,2006,2014,11 сая ₮,170000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2006,2014,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Sai,2012,2021,5 сая ₮,150000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2021,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Tundra,2012,2024,88 сая ₮,110000,5.7 л,Автомат,Зөв,Жийп,Цагаан,2012,2024,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар аваагүй,4
Subaru,Impreza,2007,2014,5 сая ₮,9900,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2007,2014,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
