Brand,Model,Year Made,Imported Year,Price,Odometer,Мотор багтаамж,Хурдны хайрцаг,Хүрд,Төрөл,Өнгө,Үйлдвэрлэсэн он,Орж ирсэн он,Хөдөлгүүр,Дотор өнгө,Лизинг,Хөтлөгч,Нөхцөл,Хаалга
Toyota,Prius 40,2014,2024,33 сая ₮,207000,1.9 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 200,2019,2019,218 сая ₮,46000,4.0 л,Автомат,Зөв,Жийп,Хар,2019,2019,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Honda,CR-V,2009,2018,5 сая ₮,170000,2.4 л,Автомат,Буруу,Жийп,Цагаан,2009,2018,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,LX,2005,2011,78 сая ₮,130,4.7 л,Автомат,Зөв,Жийп,Саарал,2005,2011,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2003,2016,5 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2003,2016,Хайбрид,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Subaru,Forester,2009,2018,19 сая ₮,190000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2009,2018,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Suzuki,Jimny,2017,2017,33 сая ₮,49700,1.3 л,Автомат,Зөв,Жийп,Хар,2017,2017,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,3
Toyota,Land Cruiser 200,2014,2014,120 сая ₮,12345,4.7 л,Автомат,Зөв,Жийп,Хар,2014,2014,Дизель,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2009,2019,18 сая ₮,278900,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2019,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2018,2024,89 сая ₮,124000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2018,2024,Хайбрид,Хар,Банкны лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Prius 30,2009,2019,18 сая ₮,278900,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2009,2019,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2018,2024,89 сая ₮,124000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2018,2024,Хайбрид,Хар,Банкны лизингтэй,Хойноо RWD,Дугаар аваагүй,4
Toyota,Harrier,2014,2024,75 сая ₮,98000,2.5 л,Автомат,Буруу,Жийп,Хар,2014,2024,Хайбрид,Бор,Банкны лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Audi,A6,2008,2021,30 сая ₮,1234,2.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2021,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2009,2018,8 сая ₮,190000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2009,2018,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Hyundai,Grace,1996,2010,8 сая ₮,2000000,2.7 л,Механик,Зөв,Суудлын тэрэг,Ногоон,1996,2010,Дизель,Бусад,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Sai,2011,2017,17 сая ₮,19000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2011,2017,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 30,2011,2021,18 сая ₮,1700000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2021,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Land Cruiser 300,2022,2023,340 сая ₮,11000,3.5 л,Автомат,Зөв,Жийп,Саарал,2022,2023,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Daihatsu,Hijet,2015,2020,11 сая ₮,190000,0.6 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2015,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 200,2017,2017,165 сая ₮,1500000,4.0 л,Автомат,Зөв,Жийп,Хар,2017,2017,Бензин,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,RAV4,2017,2021,49 сая ₮,77000,2.0 л,Автомат,Буруу,Жийп,Цагаан,2017,2021,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Hyundai,Sonata,2016,2022,13 сая ₮,60000,2.0 л,Автомат,Зөв,Суудлын тэрэг,Улбар шар,2016,2022,Газ,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2016,2024,5 сая ₮,250000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2024,Хайбрид,Бусад,гүй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Camry,2012,2022,31 сая ₮,170,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2022,Хайбрид,Хар,Хувь лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser Prado,2011,2011,56 сая ₮,160500,3.0 л,Механик,Буруу,Жийп,Цагаан,2011,2011,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Juke,2015,2018,5 сая ₮,86000,1.5 л,Автомат,Буруу,Жийп,Хөх,2015,2018,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Harrier,2006,2023,5 сая ₮,158000,3.3 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2023,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 20,2004,2015,5 сая ₮,210000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2004,2015,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 200,2018,2018,174 сая ₮,130000,4.0 л,Автомат,Зөв,Жийп,Хүрэн,2018,2018,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Camry,2012,2023,34 сая ₮,120000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2012,2023,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Hiace,2014,2020,53 сая ₮,120000,2.7 л,Автомат,Буруу,Гэр бүлийн,Саарал,2014,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2009,2018,15 сая ₮,215000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2009,2018,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Hyundai,Starex,2009,2020,20 сая ₮,147000,2.4 л,Автомат,Зөв,Гэр бүлийн,Саарал,2009,2020,Дизель,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Land Cruiser 100,2001,2010,30 сая ₮,240000,4.6 л,Автомат,Буруу,Жийп,Саарал,2001,2010,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Tiida,2012,2018,8 сая ₮,102783,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2018,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Camry,2012,2022,32 сая ₮,107000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2012,2022,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 30,2012,2024,32 сая ₮,321000,1.8 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2012,2024,Хайбрид,Бусад,Банкны лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 41,2017,2023,5 сая ₮,174754,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2017,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2012,2019,5 сая ₮,150,3.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2019,Хайбрид,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Toyota,Harrier,2016,2023,65 сая ₮,150,2.5 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2016,2023,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2013,2019,17 сая ₮,300000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2013,2019,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Alphard,2010,2019,27 сая ₮,150000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2010,2019,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2004,2015,8 сая ₮,100000,1.5 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2004,2015,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Mitsubishi,Colt,2006,2012,6 сая ₮,200000,1.3 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2006,2012,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Fielder,2018,2023,5 сая ₮,157000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2018,2023,Бензин,Саарал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,5
Lexus,RX,2009,2022,56 сая ₮,165640,3.4 л,Автомат,Зөв,Жийп,Хар саарал,2009,2022,Хайбрид,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Aqua,2014,2021,11 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2021,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2014,2024,70 сая ₮,113000,2.7 л,Автомат,Буруу,Жийп,Хар,2014,2024,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,5
Toyota,Prius 30,2013,2022,5 сая ₮,116408,0.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2013,2022,Бензин,Бусад,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 20,2006,2019,13 сая ₮,200000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2006,2019,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
Lexus,GS,2013,2020,35 сая ₮,8834,3.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2020,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Kluger,2005,2013,19 сая ₮,198000,3.3 л,Автомат,Буруу,Жийп,Саарал,2005,2013,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Ford,Explorer,2019,2024,85 сая ₮,112000,2.3 л,Автомат,Зөв,Жийп,Цагаан,2019,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,4
Toyota,Harrier,2007,2018,2 сая ₮,195000,3.3 л,Автомат,Буруу,Жийп,Ногоон,2007,2018,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Ford,Explorer,2019,2024,85 сая ₮,112000,2.3 л,Автомат,Зөв,Жийп,Цагаан,2019,2024,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар аваагүй,4
Toyota,Harrier,2007,2018,2 сая ₮,195000,3.3 л,Автомат,Буруу,Жийп,Ногоон,2007,2018,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Ford,F-сери,2023,2023,389 сая ₮,7100,3.5 л,Автомат,Зөв,Жийп,Хар,2023,2023,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Estima,2002,2016,5 сая ₮,310000,2.0 л,Автомат,Буруу,Гэр бүлийн,Саарал,2002,2016,Хайбрид,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Murano,2006,2007,5 сая ₮,120000,2.5 л,Автомат,Буруу,Жийп,Хар,2006,2007,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Tacoma,2013,2022,85 сая ₮,188000,0.4 л,Автомат,Зөв,Жийп,Хар,2013,2022,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар аваагүй,4
Toyota,Aqua,2012,2022,14 сая ₮,190000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2022,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2013,2024,8 сая ₮,193000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2013,2024,Хайбрид,Хар,ББСБ лизингтэй,Хойноо RWD,Дугаар аваагүй,5
Toyota,Prius 30,2009,2018,8 сая ₮,200000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2009,2018,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
SsangYong,Korando,2012,2019,5 сая ₮,165000,2.0 л,Автомат,Зөв,Жийп,Хөх,2012,2019,Дизель,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Land Cruiser 200,2018,2018,200 сая ₮,100000,4.0 л,Автомат,Зөв,Жийп,Хүрэн,2018,2018,Дизель,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mitsubishi,Бусад,2008,2022,32 сая ₮,222000,2.5 л,Механик,Буруу,Жийп,Улаан,2008,2022,Дизель,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Hilux,2005,2023,52 сая ₮,194300,2.7 л,Автомат,Буруу,Жийп,Хар,2005,2023,Бензин,Саарал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 55,2017,2023,5 сая ₮,170,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2023,Хайбрид,Хар,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар авсан,4
Nissan,Note,2012,2017,6 сая ₮,220000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2017,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2005,2013,27 сая ₮,123000,3.3 л,Автомат,Зөв,Гэр бүлийн,Цайвар цэнхэр,2005,2013,Хайбрид,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 35,2012,2022,25 сая ₮,1,1.7 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2012,2022,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Aqua,2016,2023,5 сая ₮,100000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2016,2023,Хайбрид,Бусад,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 30,2014,2021,35 сая ₮,245000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2014,2021,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Prius 20,2008,2017,5 сая ₮,180,1.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2008,2017,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Prius 41,2012,2023,8 сая ₮,140000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2012,2023,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Kluger,2004,2014,8 сая ₮,250,6.0 л,Автомат,Буруу,Жийп,Саарал,2004,2014,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mitsubishi,Outlander,2014,2022,34 сая ₮,204000,2.0 л,Автомат,Буруу,Жийп,Сувдан цагаан,2014,2022,Хайбрид,Бусад,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Mazda,Verisa,2011,2020,11 сая ₮,160000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2020,Бензин,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2013,2022,35 сая ₮,265000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2022,Хайбрид,Цагаан шар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Alphard,2003,2023,24 сая ₮,149000,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2003,2023,Хайбрид,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Alphard,2016,2024,85 сая ₮,191000,2.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2016,2024,Хайбрид,Шаргал,ББСБ лизингтэй,Бүх дугуй 4WD,Дугаар аваагүй,5
Toyota,Vellfire,2010,2022,38 сая ₮,120000,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2010,2022,Бензин,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Land Cruiser 200,2014,2014,128 сая ₮,177000,4.5 л,Автомат,Зөв,Жийп,Шар,2014,2014,Дизель,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Advan,2012,2018,5 сая ₮,2500000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2018,Бензин,Хар,гүй,Урдаа FWD,Дугаар авсан,5
Toyota,Kluger,2012,2019,43 сая ₮,238,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2012,2019,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Alphard,2009,2019,32 сая ₮,200000,2.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2009,2019,Бензин,Цагаан шар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Nissan,Advan,2018,2024,3 сая ₮,180000,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2018,2024,Бензин,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар аваагүй,4
Toyota,Prius 20,2006,2024,21 сая ₮,36500,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хөх,2006,2024,Хайбрид,Хар,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Mark,2004,2014,5 сая ₮,135000,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2004,2014,Бензин,Бусад,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Crown,2013,2020,36 сая ₮,1900000,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2020,Бензин,Шаргал,гүй,Хойноо RWD,Дугаар авсан,5
Lexus,HS,2010,2022,28 сая ₮,110000,2.4 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2022,Бензин,Шаргал,гүй,Урдаа FWD,Дугаар авсан,4
BMW,3-сери,2008,2018,15 сая ₮,0,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2008,2018,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,4
Subaru,Forester,2018,2020,52 сая ₮,77000,2.5 л,Автомат,Буруу,Гэр бүлийн,Цэнхэр,2018,2020,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 41,2013,2019,25 сая ₮,175555,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2013,2019,Хайбрид,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Lexus,RX,2016,2022,105 сая ₮,116000,3.4 л,Автомат,Буруу,Жийп,Хар,2016,2022,Хайбрид,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Prius 30,2013,2023,25 сая ₮,249,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2013,2023,Бензин,Саарал,гүй,Урдаа FWD,Дугаар авсан,5
Subaru,Forester,2010,2011,35 сая ₮,14600,2.4 л,Автомат,Зөв,Жийп,Хар,2010,2011,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,5
Toyota,Prius 30,2011,2024,5 сая ₮,120,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2011,2024,Бензин,Бусад,ББСБ лизингтэй,Урдаа FWD,Дугаар авсан,5
Toyota,Crown,2007,2016,14 сая ₮,1111,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2007,2016,Бензин,Хар,гүй,Хойноо RWD,Дугаар авсан,5
Toyota,Prius 30,2013,2023,25 сая ₮,250000,1.8 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2013,2023,Хайбрид,Хар,гүй,Урдаа FWD,Дугаар авсан,4
Toyota,Auris,2007,2015,8 сая ₮,181262,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2007,2015,Бензин,Хар,гүй,Бүх дугуй 4WD,Дугаар авсан,4
Toyota,Land Cruiser 200,2013,2013,120 сая ₮,167000,4.5 л,Автомат,Зөв,Жийп,Шар,2013,2013,Дизель,Шаргал,гүй,Бүх дугуй 4WD,Дугаар авсан,5
